Name,Angle,Cyclic,Dihedral
italian-landscape-mountains-nature_02_060.png,60,0,2
italian-landscape-mountains-nature_03_000.png,0,0,3
italian-landscape-mountains-nature_03_030.png,30,0,3
italian-landscape-mountains-nature_04_000.png,0,0,4
italian-landscape-mountains-nature_04_030.png,30,0,4
italian-landscape-mountains-nature_05_000.png,0,0,5
italian-landscape-mountains-nature_05_030.png,30,0,5
italian-landscape-mountains-nature_06_000.png,0,0,6
italian-landscape-mountains-nature_07_000.png,0,0,7
italian-landscape-mountains-nature_08_000.png,0,0,8
italian-landscape-mountains-nature_09_000.png,0,0,9
landscape-nature-sunset-trees_2_01_040.png,40,0,1
landscape-nature-sunset-trees_2_01_170.png,170,0,1
landscape-nature-sunset-trees_2_02_010.png,10,0,2
landscape-nature-sunset-trees_2_02_070.png,70,0,2
landscape-nature-sunset-trees_2_03_010.png,10,0,3
landscape-nature-sunset-trees_2_04_010.png,10,0,4
landscape-nature-sunset-trees_2_05_010.png,10,0,5
landscape-nature-sunset-trees_2_06_010.png,10,0,6
landscape-nature-sunset-trees_2_07_010.png,10,0,7
landscape-nature-sunset-trees_2_08_010.png,10,0,8
landscape-nature-sunset-trees_2_09_010.png,10,0,9
new-york-skyline-new-york-city-city-37646_01_050.png,50,0,1
new-york-skyline-new-york-city-city-37646_01_090.png,90,0,1
new-york-skyline-new-york-city-city-37646_02_020.png,20,0,2
new-york-skyline-new-york-city-city-37646_02_080.png,80,0,2
new-york-skyline-new-york-city-city-37646_03_020.png,20,0,3
new-york-skyline-new-york-city-city-37646_04_020.png,20,0,4
new-york-skyline-new-york-city-city-37646_05_020.png,20,0,5
new-york-skyline-new-york-city-city-37646_06_020.png,20,0,6
new-york-skyline-new-york-city-city-37646_07_020.png,20,0,7
new-york-skyline-new-york-city-city-37646_08_020.png,20,0,8
new-york-skyline-new-york-city-city-37646_09_000.png,0,0,9
pexels-photo_01_050.png,50,0,1
pexels-photo_01_100.png,100,0,1
pexels-photo_02_030.png,30,0,2
pexels-photo_03_030.png,30,0,3
pexels-photo_04_030.png,30,0,4
pexels-photo_05_030.png,30,0,5
pexels-photo_06_000.png,0,0,6
pexels-photo_07_000.png,0,0,7
pexels-photo_08_000.png,0,0,8
pexels-photo_09_000.png,0,0,9
russia-free-stock-images23022016-image-04_01_060.png,60,0,1
russia-free-stock-images23022016-image-04_01_110.png,110,0,1
russia-free-stock-images23022016-image-04_02_040.png,40,0,2
russia-free-stock-images23022016-image-04_03_040.png,40,0,3
russia-free-stock-images23022016-image-04_04_040.png,40,0,4
russia-free-stock-images23022016-image-04_05_000.png,0,0,5
russia-free-stock-images23022016-image-04_06_010.png,10,0,6
russia-free-stock-images23022016-image-04_07_010.png,10,0,7
russia-free-stock-images23022016-image-04_08_010.png,10,0,8
russia-free-stock-images23022016-image-04_09_010.png,10,0,9
russia-free-stock-images23022016-image-08_01_070.png,70,0,1
russia-free-stock-images23022016-image-08_01_120.png,120,0,1
russia-free-stock-images23022016-image-08_02_050.png,50,0,2
russia-free-stock-images23022016-image-08_03_050.png,50,0,3
russia-free-stock-images23022016-image-08_04_000.png,0,0,4
russia-free-stock-images23022016-image-08_05_010.png,10,0,5
russia-free-stock-images23022016-image-08_06_020.png,20,0,6
russia-free-stock-images23022016-image-08_07_020.png,20,0,7
russia-free-stock-images23022016-image-08_08_020.png,20,0,8
russia-free-stock-images23022016-image-08_09_000.png,0,0,9
russia-free-stock-images23022016-image-09_01_080.png,80,0,1
russia-free-stock-images23022016-image-09_01_130.png,130,0,1
russia-free-stock-images23022016-image-09_02_060.png,60,0,2
russia-free-stock-images23022016-image-09_03_000.png,0,0,3
russia-free-stock-images23022016-image-09_04_010.png,10,0,4
russia-free-stock-images23022016-image-09_05_020.png,20,0,5
russia-free-stock-images23022016-image-09_06_000.png,0,0,6
russia-free-stock-images23022016-image-09_07_000.png,0,0,7
russia-free-stock-images23022016-image-09_08_000.png,0,0,8
russia-free-stock-images23022016-image-09_09_010.png,10,0,9
salt-and-pepper-macro-image-in-studio-725x544_01_090.png,90,0,1
salt-and-pepper-macro-image-in-studio-725x544_01_140.png,140,0,1
salt-and-pepper-macro-image-in-studio-725x544_02_070.png,70,0,2
salt-and-pepper-macro-image-in-studio-725x544_03_010.png,10,0,3
salt-and-pepper-macro-image-in-studio-725x544_04_020.png,20,0,4
salt-and-pepper-macro-image-in-studio-725x544_05_030.png,30,0,5
salt-and-pepper-macro-image-in-studio-725x544_06_010.png,10,0,6
salt-and-pepper-macro-image-in-studio-725x544_07_010.png,10,0,7
salt-and-pepper-macro-image-in-studio-725x544_08_010.png,10,0,8
salt-and-pepper-macro-image-in-studio-725x544_09_000.png,0,0,9
sand-768783_960_720_01_100.png,100,0,1
sand-768783_960_720_01_150.png,150,0,1
sand-768783_960_720_02_080.png,80,0,2
sand-768783_960_720_03_020.png,20,0,3
sand-768783_960_720_04_030.png,30,0,4
sand-768783_960_720_05_000.png,0,0,5
sand-768783_960_720_06_020.png,20,0,6
sand-768783_960_720_07_020.png,20,0,7
sand-768783_960_720_08_020.png,20,0,8
sand-768783_960_720_09_010.png,10,0,9
sunset-city-1456055979snS_01_110.png,110,0,1
sunset-city-1456055979snS_01_160.png,160,0,1
sunset-city-1456055979snS_02_000.png,0,0,2
sunset-city-1456055979snS_03_030.png,30,0,3
sunset-city-1456055979snS_04_040.png,40,0,4
sunset-city-1456055979snS_05_010.png,10,0,5
sunset-city-1456055979snS_06_000.png,0,0,6
sunset-city-1456055979snS_07_000.png,0,0,7
sunset-city-1456055979snS_08_000.png,0,0,8
sunset-city-1456055979snS_09_000.png,0,0,9
